'Description','Type / Format','Last Updated','File Name','Comments','Length','Values','Dataset Name','Dataset Description','Example','Name',
'activity held at center','Yes/No','2013-05-07 01:02:43','Health  Activities_20158','NULL','6','True or False','Visits','Used to capture daily number of participants and their respective activities at senior centers and satellites.','NULL','Health  Activities',
'Does heating system need repair or replacement','VARCHAR2','2013-05-07 00:54:17','HEATING_16879','NULL','25','NULL','DHS_BUILDING_SYSTEMS','Homelessness program applicants information on facility details','NULL','HEATING',
'for vacancy only - calendar day of the month 2 digits','VARCHAR2','2013-05-07 00:53:49','HIRE_DATE_DAY_15688','NULL','2','NULL','BU25T1_EMPLOYEES','Employee information for budget process.','NULL','HIRE_DATE_DAY',
'for vacancy only - calendar month 2 digits','VARCHAR2','2013-05-07 00:53:49','HIRE_DATE_MONTH_15687','NULL','2','NULL','BU25T1_EMPLOYEES','Employee information for budget process.','NULL','HIRE_DATE_MONTH',
'turnover for hiring plan','NUMBER','2013-05-07 00:53:47','HIRE_PLAN_TURNOVER_15356','NULL','22','0','BU25T1_APPR','Level for organizational budgeting by dept number','NULL','HIRE_PLAN_TURNOVER',
'not used','VARCHAR2','2013-05-07 00:53:48','HOLD_FLAG_15594','NULL','1','NULL','BU25T1_EMPLOYEES','Employee information for budget process.','NULL','HOLD_FLAG',
'NULL','DATE','2013-05-07 00:54:45','HOLIDAY_DATE_17705','NULL','7','NULL','BU50T1_CODES','Contains the options for the various system work types which allow the user to select valid options for the field in the system.','NULL','HOLIDAY_DATE',
'Limited Clientele Activities for 1 - yes','NUMBER','2013-05-07 00:54:16','HOMELESS_16718','NULL','22','1=Yes','APPLICATION','CDGA applications','NULL','HOMELESS',
'Honorariums requested','drop-down menu','2013-09-26 14:44:41','Honorariums requested_20427','NULL','NULL','NULL','Adult Services Programs','contains information about upcoming and past programs','completed','Honorariums requested',
'Records are kept which contain the household size and total household income of clients proving 51% are low and moderate.','NUMBER','2013-05-07 00:54:16','HUD_CRITERIA_16723','NULL','22','0','APPLICATION','CDGA applications','NULL','HUD_CRITERIA',
'Foreign key to BOOK_PAGE_ELEMENT','NUMBER','2013-05-07 00:53:46','ID_15096','NULL','22','NULL','BOOK_ELEMENT_STYLE_MAPPING','Correlates book page element id to book style run. Used when synchronizes small changes to book data.','NULL','ID',
'category code','NUMBER','2013-05-07 00:53:51','ID_16437','NULL','22','NULL','BU25T1_TIF_CATEGORY','Parent table for TIFs listed in Budget Book appendix','NULL','ID',
'TIF subcategory code','NUMBER','2013-05-07 00:53:51','ID_16439','NULL','22','NULL','BU25T1_TIF_CATEGORY_TYPE','Child table of bu25t1_TIF_Category subdivided by Type listed in Budget Book appendix','NULL','ID',
'Primary key','NUMBER','2013-05-07 00:53:52','ID_16663','NULL','22','NULL','BU26T1_REMAP_PAYROLL_ORGS','Remap invalid costcenters and fund numbers to valid ones','NULL','ID',
'Primary key','NUMBER','2013-05-07 00:54:16','ID_16664','NULL','22','NULL','ADDRESS','Delegate addresses','NULL','ID',
'Primary key','NUMBER','2013-05-07 00:54:16','ID_16694','NULL','22','NULL','APPLICATION','CDGA applications','NULL','ID',
'Primary key','NUMBER','2013-05-07 00:54:16','ID_16741','NULL','22','NULL','APPROPRIATION','Dept recommendation appropriation key','NULL','ID',
'Primary key','NUMBER','2013-05-07 00:54:16','ID_16750','NULL','22','NULL','APP_ROLE','List of security roles','NULL','ID',
'Primary key','NUMBER','2013-05-07 00:54:16','ID_16763','NULL','22','NULL','APP_URL','application short cut links','NULL','ID',
'Primary key','NUMBER','2013-05-07 00:54:16','ID_16772','NULL','22','NULL','APP_USER','Authorized users','NULL','ID',
'Primary key','NUMBER','2013-05-07 00:54:16','ID_16792','NULL','22','NULL','APP_USER_ACTIVATION','List of new users who must reply to an OBM email in order to have userid activated. Once they have replied they will be removed from this table and be authorized users.','NULL','ID',
'Primary key','NUMBER','2013-05-07 00:54:16','ID_16796','NULL','22','NULL','BUDGET_TYPE_CODE','List of account groupings','NULL','ID',
'Primary key','NUMBER','2013-05-07 00:54:17','ID_16805','NULL','22','NULL','CBS_FUND','List of City funds that provide CDGA money','NULL','ID',
'Primary key','NUMBER','2013-05-07 00:54:17','ID_16814','NULL','22','NULL','CORPORATE_STATUS','List of delegate business type','NULL','ID',
'Primary key','NUMBER','2013-05-07 00:54:17','ID_16822','NULL','22','NULL','DELEGATE','List of delegates that have registered','NULL','ID',
'Primary key','NUMBER','2013-05-07 00:54:17','ID_16853','NULL','22','NULL','DHS_APPLICATION','Applications for Homelessness programs managed by HUD','NULL','ID',
'Primary key','NUMBER','2013-05-07 00:54:17','ID_16862','NULL','22','NULL','DHS_BUILDING_CODES','Homelessness program applicants information on building codes compliance','NULL','ID',
'Primary key','NUMBER','2013-05-07 00:54:17','ID_16874','NULL','22','NULL','DHS_BUILDING_SYSTEMS','Homelessness program applicants information on facility details','NULL','ID',
'Primary key','NUMBER','2013-05-07 00:54:17','ID_16891','NULL','22','NULL','DHS_CONGREGATE_HOUSING','For applicants that provide congregate apartments.','NULL','ID',
'primary key','NUMBER','2013-05-07 00:54:17','ID_16909','NULL','22','NULL','DHS_FACILITY','Homelessness program applicants information about their facilities','NULL','ID',
'Primary key','NUMBER','2013-05-07 00:54:17','ID_16935','NULL','22','NULL','DHS_LEASE_INFORMATION','Homelessness program. If applicant leases their facility','NULL','ID',
'Primary key','NUMBER','2013-05-07 00:54:17','ID_16959','NULL','22','NULL','DHS_LICENSING','Homelessness program applicants must provide info if their facility has a Food Handlers License or Retail Food Establishment License.','NULL','ID',
'Primary key','NUMBER','2013-05-07 00:54:17','ID_16974','NULL','22','NULL','DHS_NEW_SITE_INFORMATION','Homelessness program applicants facilities not currently operating at proposed location.','NULL','ID',
'Primary key','NUMBER','2013-05-07 00:54:17','ID_16994','NULL','22','NULL','DHS_OWNERSHIP_INFORMATION','Homelessness program. If applicant owns their facility','NULL','ID',
'Primary key','NUMBER','2013-05-07 00:54:17','ID_17009','NULL','22','NULL','DHS_PROGRAM_INFORMATION','Homelessness program applicants program details','NULL','ID',
'Primary key','NUMBER','2013-05-07 00:54:17','ID_17053','NULL','22','NULL','DHS_PROJECT_BASED_APTS','For applicants that provide individual apartments.','NULL','ID',
'Primary key','NUMBER','2013-05-07 00:54:17','ID_17067','NULL','22','NULL','DHS_SAFETY_SYSTEMS','Homelessness program applicants information on safety and security','NULL','ID',
'Primary key','NUMBER','2013-05-07 00:54:18','ID_17081','NULL','22','NULL','DHS_SERVICE_LINKAGE','Additional agencies that applicant refers clients to.','NULL','ID',
'Primary key','NUMBER','2013-05-07 00:54:18','ID_17108','NULL','22','NULL','DIVISION','List of City department divisions or bureaus managing CDGA programs','NULL','ID',
'Primary key','NUMBER','2013-05-07 00:54:18','ID_17118','NULL','22','NULL','EVALUATION','Department evaluations of applications','NULL','ID',
'Primary key','NUMBER','2013-05-07 00:54:18','ID_17131','NULL','22','NULL','EVALUATION_FUNDING','list of evaluation ratings','NULL','ID',
'Primary key','NUMBER','2013-05-07 00:54:18','ID_17146','NULL','22','NULL','FACILITY_TYPE','List of common facility types for delegate agencies','NULL','ID',
'Primary key','NUMBER','2013-05-07 00:54:18','ID_17155','NULL','22','NULL','FRINGE_BENEFIT','List of fringe benefits that delegate agencies offer to their employees with calulators and determination of City share','NULL','ID',
'Primary key','NUMBER','2013-05-07 00:54:18','ID_17172','NULL','22','NULL','FRINGE_BENEFIT_TYPE_CODE','List of fringe benefits such as social security','NULL','ID',
'Primary key','NUMBER','2013-05-07 00:54:18','ID_17181','NULL','22','NULL','FUND','Funding sources other than CDBG money that delegates agencies are using for an application','NULL','ID',
'Primary key','NUMBER','2013-05-07 00:54:18','ID_17207','NULL','22','NULL','NON_PERSONNEL_BUDGET','Applicant's nonpersonnel budget for program they are applying for','NULL','ID',
'Primary key','NUMBER','2013-05-07 00:54:18','ID_17221','NULL','22','NULL','OFFICE_HOURS','list of days and hours of operation for delegates','NULL','ID',
'Primary key','NUMBER','2013-05-07 00:54:18','ID_17233','NULL','22','NULL','PERSONNEL_BUDGET','Applicant's personnel budget for program they are applying for','NULL','ID',
'Primary key','NUMBER','2013-05-07 00:54:18','ID_17250','NULL','22','NULL','PIAD','PIAD stands for Problem','NULL','ID',
'Primary key','NUMBER','2013-05-07 00:54:18','ID_17261','NULL','22','NULL','PREVIOUS_FUNDING','List of previous funding applicant has received for the program they are applying for','NULL','ID',
'Primary key','NUMBER','2013-05-07 00:54:18','ID_17273','NULL','22','NULL','PREVIOUS_FUNDING_TYPE_CODE','Funding categories that applicant has previously applied for.','NULL','ID',
'Primary key','NUMBER','2013-05-07 00:54:18','ID_17294','NULL','22','NULL','SERVICE_AREA','Applicant address that will provide services for this program','NULL','ID',
'Primary key','NUMBER','2013-05-07 00:54:18','ID_17333','NULL','22','NULL','SYSTEM_MESSAGE_CATEGORY','Categories for messages to be displayed on CDGA dashboard','NULL','ID',
'Unique key on the table','NUMBER','2013-05-07 00:54:19','ID_17343','NULL','22','NULL','SYSTEM_SETTINGS','Dates that system is available to users based upon their role','NULL','ID',
'Primary key','NUMBER','2013-05-07 00:54:19','ID_17360','NULL','22','NULL','WARDS_SERVED','Adjacent wards that will be served by a delegate applications','NULL','ID',
'Primary key','NUMBER','2013-05-07 00:54:19','ID_17369','NULL','22','NULL','WARD_OFFICE','List of aldermanic ward offices','NULL','ID',
'Primary key','NUMBER','2013-05-07 00:54:19','ID_17373','NULL','22','NULL','WORK_PROGRAM','Performance measures for applicants','NULL','ID',
'Unique row ID for region table','Number','2013-05-07 01:03:02','ID_20172','NULL','10','NOT NULL','Regions','Contains basic region information','1','ID',
'Unique row ID for meals table','Number','2013-05-07 01:03:02','ID_20174','NULL','10','NOT NULL','Meals','Contains basic meal type information','1','ID',
'Unique row ID for status table','Number','2013-05-07 01:03:02','ID_20189','NULL','10','NOT NULL','Status','Contains basic open/close information','1','ID',
'Unique row ID for days table','Number','2013-05-07 01:03:02','ID_20191','NULL','10','NOT NULL','Days','Contains basic days of service information','1','ID',
'Unique row ID for contact table','Number','2013-05-07 01:03:34','ID_20233','NULL','10','NOT NULL','Officers','Contains basic officer compensation  information','NULL','ID',
'Unique row ID for agencies table','Number','2013-05-07 01:04:34','ID_20289','NULL','10','NOT NULL','Agencies','Contains basic agency  information','1','ID',
'Unique row ID for audits table','Number','2013-05-07 01:04:34','ID_20295','NULL','10','NOT NULL','Audits','Contains basic audit  information','1','ID',
'Unique row ID for staff table','Number','2013-05-07 01:04:34','ID_20304','NULL','10','NOT NULL','Staff','Contains basic auditor  information','1','ID',
'Unique row ID for users table','Number','2013-05-07 01:04:34','ID_20309','NULL','10','NOT NULL','Users','Contains basic system user information','1','ID',
'Unique row ID for visits table','Number','2013-05-07 01:04:34','ID_20313','NULL','10','NOT NULL','Visits','Contains basic visit information','1','ID',
'internally assigned unique identifier','NUMBER','2013-09-27 09:19:44','ID_20468','NULL','22','NUMBERPS','FILER','Attributes associated with financial interest filers','NULL','ID',
'internally assigned unique identifier','NUMBER','2013-09-27 09:19:45','ID_20522','NULL','22','NULL','FILER_BKP_20120329','back up filer table no longer used','NULL','ID',
'ID number of the page','NUMBER','2013-09-27 09:19:45','ID_20566','NULL','22','NULL','PAGE_TEXT','Attributes of the page text - when it was created','NULL','ID',
'how often was the filing looked at','NUMBER','2013-09-27 09:19:46','ID_20641','NULL','22','NULL','STATEMENT_ACCESS_HISTORY','data to identify when a statement was last opened','NULL','ID',
'if they answer yes','VARCHAR2','2013-09-27 09:19:45','IFYESTEXT_20589','NULL','2048','NULL','QUESTION','Details of the ethics questions to appear on the form','NULL','IFYESTEXT',
'Limited Clientele Activities for 1 - yes','NUMBER','2013-05-07 00:54:16','ILLITERATE_PERSONS_16719','NULL','22','1=Yes','APPLICATION','CDGA applications','NULL','ILLITERATE_PERSONS',
'located in IL house district','VARCHAR2','2013-05-07 00:54:16','IL_HOUSE_16682','NULL','15','NULL','ADDRESS','Delegate addresses','NULL','IL_HOUSE',
'located in IL senate district','VARCHAR2','2013-05-07 00:54:16','IL_SENATE_16683','NULL','15','NULL','ADDRESS','Delegate addresses','NULL','IL_SENATE',
'Describe any necessary building code improvements.','CLOB','2013-05-07 00:54:17','IMPROVEMENTS_NEEDED_16867','NULL','4000','NULL','DHS_BUILDING_CODES','Homelessness program applicants information on building codes compliance','NULL','IMPROVEMENTS_NEEDED',
'List and provide cost estimates if other minor improvements would make facility more accessible.','VARCHAR2','2013-05-07 00:54:17','IMPROVEMENT_COST_ESTIMATE_16884','NULL','200','NULL','DHS_BUILDING_SYSTEMS','Homelessness program applicants information on facility details','NULL','IMPROVEMENT_COST_ESTIMATE',
'activity held at center','Yes/No','2013-05-07 01:02:43','Income Taxes_20159','NULL','7','True or False','Visits','Used to capture daily number of participants and their respective activities at senior centers and satellites.','NULL','Income Taxes',
'NULL','NUMBER','2013-05-07 00:54:45','INCREASE_17733','NULL','22','NULL','BU50T1_CPR_ENOTE','Table contains no data','NULL','INCREASE',
'Informal agreement? 1 - yes','NUMBER','2013-05-07 00:54:18','INFORMAL_AGREEMENT_17086','NULL','22','1=Yes','DHS_SERVICE_LINKAGE','Additional agencies that applicant refers clients to.','NULL','INFORMAL_AGREEMENT',
'activity held at center','Yes/No','2013-05-07 01:02:43','Information and Assessment_20160','NULL','8','True or False','Visits','Used to capture daily number of participants and their respective activities at senior centers and satellites.','NULL','Information and Assessment',
'1 - AM ','NUMBER','2013-05-07 00:54:17','INTAKE_END_AM_17029','NULL','22','1=AM','DHS_PROGRAM_INFORMATION','Homelessness program applicants program details','NULL','INTAKE_END_AM',
'1 - PM','NUMBER','2013-05-07 00:54:17','INTAKE_END_PM_17030','NULL','22','1=PM','DHS_PROGRAM_INFORMATION','Homelessness program applicants program details','NULL','INTAKE_END_PM',
'facility intake end time','VARCHAR2','2013-05-07 00:54:17','INTAKE_END_TIME_17028','NULL','50','NULL','DHS_PROGRAM_INFORMATION','Homelessness program applicants program details','NULL','INTAKE_END_TIME',
'1 - AM ','NUMBER','2013-05-07 00:54:17','INTAKE_START_AM_17026','NULL','22','1=AM','DHS_PROGRAM_INFORMATION','Homelessness program applicants program details','NULL','INTAKE_START_AM',
'1 - PM','NUMBER','2013-05-07 00:54:17','INTAKE_START_PM_17027','NULL','22','1=PM','DHS_PROGRAM_INFORMATION','Homelessness program applicants program details','NULL','INTAKE_START_PM',
'facility intake start time','VARCHAR2','2013-05-07 00:54:17','INTAKE_START_TIME_17025','NULL','50','NULL','DHS_PROGRAM_INFORMATION','Homelessness program applicants program details','NULL','INTAKE_START_TIME',
'internal comments made by board staff regarding the filing','VARCHAR2','2013-09-27 09:19:45','INTERNALCOMMENTS_20623','NULL','2048','NULL','STATEMENT','data associated with a financial interest statement','NULL','INTERNALCOMMENTS',
'Do you have a working computer with internet access? 1 - Yes','NUMBER','2013-05-07 00:54:17','INTERNET_HAVE_ACCESS_16922','NULL','22','1=Yes','DHS_FACILITY','Homelessness program applicants information about their facilities','NULL','INTERNET_HAVE_ACCESS',
'what is the main email address?','VARCHAR2','2013-05-07 00:54:17','INTERNET_MAIN_EMAIL_ADDRESS_16923','NULL','100','NULL','DHS_FACILITY','Homelessness program applicants information about their facilities','NULL','INTERNET_MAIN_EMAIL_ADDRESS',
'Action to address the problem','CLOB','2013-05-07 00:54:18','INTERVENTION_ACTIVITY_17253','NULL','4000','NULL','PIAD','PIAD stands for Problem','NULL','INTERVENTION_ACTIVITY',
'Invoice Date','Date','2013-09-27 13:24:47','InvDate_20689','NULL','255','NOT NULL','Invoice','Invoice details','4/1/2013','InvDate',
'Is building ADA complient? 1 - Yes','NUMBER','2013-05-07 00:54:17','IS_BUILDING_ACCESSIBLE_16882','NULL','22','1=Yes','DHS_BUILDING_SYSTEMS','Homelessness program applicants information on facility details','NULL','IS_BUILDING_ACCESSIBLE',
'Accessible for people with disabilities? 1 - yes','NUMBER','2013-05-07 00:54:17','IS_BUILDING_ACCESSIBLE_16901','NULL','22','0','DHS_CONGREGATE_HOUSING','For applicants that provide congregate apartments.','NULL','IS_BUILDING_ACCESSIBLE',
'Accessible to people with disabilities? 1 - yes','NUMBER','2013-05-07 00:54:17','IS_BUILDING_ACCESSIBLE_17060','NULL','22','1=Yes','DHS_PROJECT_BASED_APTS','For applicants that provide individual apartments.','NULL','IS_BUILDING_ACCESSIBLE',
'Accessible to people with disabilities? 1 - yes','NUMBER','2013-05-07 00:54:18','IS_BUILDING_ACCESSIBLE_17101','NULL','22','1=Yes','DHS_SOCIAL_SERVICES','For applicants that applying for a non-residential program or social service program','NULL','IS_BUILDING_ACCESSIBLE',
'is there a mortgage? 1 - yes','NUMBER','2013-05-07 00:54:17','IS_BUILDING_MORTGAGED_16996','NULL','22','1=Yes','DHS_OWNERSHIP_INFORMATION','Homelessness program. If applicant owns their facility','NULL','IS_BUILDING_MORTGAGED',
'Delegate already owns the facility 1 - yes','NUMBER','2013-05-07 00:54:17','IS_FACILITY_OWNED_16976','NULL','22','0','DHS_NEW_SITE_INFORMATION','Homelessness program applicants facilities not currently operating at proposed location.','NULL','IS_FACILITY_OWNED',
'T - if final appropriation','VARCHAR2','2013-05-07 00:53:46','IS_FINAL_15092','NULL','1',''F'','BOOK_DRAFT','list of available budget book drafts','NULL','IS_FINAL',
'If purchasing','NUMBER','2013-05-07 00:54:17','IS_FINANCING_IN_PLACE_16977','NULL','22','0','DHS_NEW_SITE_INFORMATION','Homelessness program applicants facilities not currently operating at proposed location.','NULL','IS_FINANCING_IN_PLACE',
