Table Description,Table Name,Name,Name clean,Description,Description clean,'Type / Format',Last Updated,Last Updated date,File Name,Comments,Length,Values,Example
Position data to be loaded into CHIPPS database on Jan. 1,BU25T1_CHIPPS_EXTRACT_POS,HEAD_COUNT,HeadCount,number of employees?,number of employees?,VARCHAR2,2013-05-07 00:53:48,2013-05-07T00:53:48Z,HEAD_COUNT_15414,NULL,6.0,NULL,NULL
Used to capture daily number of participants and their respective activities at senior centers and satellites.,Visits,Health  Activities,Health  Activities,activity held at center,activity held at center,Yes/No,2013-05-07 01:02:43,2013-05-07T01:02:43Z,Health  Activities_20158,NULL,6.0,True or False,NULL
Homelessness program applicants information on facility details,DHS_BUILDING_SYSTEMS,HEATING,HEATING,Does heating system need repair or replacement,Does heating system need repair or replacement,VARCHAR2,2013-05-07 00:54:17,2013-05-07T00:54:17Z,HEATING_16879,NULL,25.0,NULL,NULL
Employee information for budget process.,BU25T1_EMPLOYEES,HIRE_DATE_DAY,HIRE_DATE_DAY,for vacancy only - calendar day of the month 2 digits,for vacancy only - calendar day of the month 2 digits,VARCHAR2,2013-05-07 00:53:49,2013-05-07T00:53:49Z,HIRE_DATE_DAY_15688,NULL,2.0,NULL,NULL
Employee information for budget process.,BU25T1_EMPLOYEES,HIRE_DATE_MONTH,HIRE_DATE_MONTH,for vacancy only - calendar month 2 digits,for vacancy only - calendar month 2 digits,VARCHAR2,2013-05-07 00:53:49,2013-05-07T00:53:49Z,HIRE_DATE_MONTH_15687,NULL,2.0,NULL,NULL
Level for organizational budgeting by dept number,BU25T1_APPR,HIRE_PLAN_TURNOVER,HIRE_PLAN_TURNOVER,turnover for hiring plan,turnover for hiring plan,NUMBER,2013-05-07 00:53:47,2013-05-07T00:53:47Z,HIRE_PLAN_TURNOVER_15356,NULL,22.0,0,NULL
Employee information for budget process.,BU25T1_EMPLOYEES,HOLD_FLAG,HOLD_FLAG,not used,not used,VARCHAR2,2013-05-07 00:53:48,2013-05-07T00:53:48Z,HOLD_FLAG_15594,NULL,1.0,NULL,NULL
Contains the options for the various system work types which allow the user to select valid options for the field in the system.,BU50T1_CODES,HOLIDAY_DATE,HOLIDAY_DATE,NULL,NULL,DATE,2013-05-07 00:54:45,2013-05-07T00:54:45Z,HOLIDAY_DATE_17705,NULL,7.0,NULL,NULL
CDGA applications,APPLICATION,HOMELESS,HOMELESS,Limited Clientele Activities for 1 - yes,Limited Clientele Activities for 1 - yes,NUMBER,2013-05-07 00:54:16,2013-05-07T00:54:16Z,HOMELESS_16718,NULL,22.0,1=Yes,NULL
contains information about upcoming and past programs,Adult Services Programs,Honorariums requested,Honorariums requested,Honorariums requested,Honorariums requested,drop-down menu,2013-09-26 14:44:41,2013-09-26T14:44:41Z,Honorariums requested_20427,NULL,'NULL',NULL,completed
CDGA applications,APPLICATION,HUD_CRITERIA,HUD_CRITERIA,Records are kept which contain the household size and total household income of clients proving 51% are low and moderate.,Records are kept which contain the household size and total household income of clients proving 51% are low and moderate.,NUMBER,2013-05-07 00:54:16,2013-05-07T00:54:16Z,HUD_CRITERIA_16723,NULL,22.0,0,NULL
Correlates book page element id to book style run. Used when synchronizes small changes to book data.,BOOK_ELEMENT_STYLE_MAPPING,ID,ID,Foreign key to BOOK_PAGE_ELEMENT,Foreign key to BOOK_PAGE_ELEMENT,NUMBER,2013-05-07 00:53:46,2013-05-07T00:53:46Z,ID_15096,NULL,22.0,NULL,NULL
Parent table for TIFs listed in Budget Book appendix,BU25T1_TIF_CATEGORY,ID,ID,category code,category code,NUMBER,2013-05-07 00:53:51,2013-05-07T00:53:51Z,ID_16437,NULL,22.0,NULL,NULL
Child table of bu25t1_TIF_Category subdivided by Type listed in Budget Book appendix,BU25T1_TIF_CATEGORY_TYPE,ID,ID,TIF subcategory code,TIF subcategory code,NUMBER,2013-05-07 00:53:51,2013-05-07T00:53:51Z,ID_16439,NULL,22.0,NULL,NULL
Remap invalid costcenters and fund numbers to valid ones,BU26T1_REMAP_PAYROLL_ORGS,ID,ID,Primary key,Primary key,NUMBER,2013-05-07 00:53:52,2013-05-07T00:53:52Z,ID_16663,NULL,22.0,NULL,NULL
Delegate addresses,ADDRESS,ID,ID,Primary key,Primary key,NUMBER,2013-05-07 00:54:16,2013-05-07T00:54:16Z,ID_16664,NULL,22.0,NULL,NULL
CDGA applications,APPLICATION,ID,ID,Primary key,Primary key,NUMBER,2013-05-07 00:54:16,2013-05-07T00:54:16Z,ID_16694,NULL,22.0,NULL,NULL
Dept recommendation appropriation key,APPROPRIATION,ID,ID,Primary key,Primary key,NUMBER,2013-05-07 00:54:16,2013-05-07T00:54:16Z,ID_16741,NULL,22.0,NULL,NULL
List of security roles,APP_ROLE,ID,ID,Primary key,Primary key,NUMBER,2013-05-07 00:54:16,2013-05-07T00:54:16Z,ID_16750,NULL,22.0,NULL,NULL
application short cut links,APP_URL,ID,ID,Primary key,Primary key,NUMBER,2013-05-07 00:54:16,2013-05-07T00:54:16Z,ID_16763,NULL,22.0,NULL,NULL
Authorized users,APP_USER,ID,ID,Primary key,Primary key,NUMBER,2013-05-07 00:54:16,2013-05-07T00:54:16Z,ID_16772,NULL,22.0,NULL,NULL
List of new users who must reply to an OBM email in order to have userid activated. Once they have replied they will be removed from this table and be authorized users.,APP_USER_ACTIVATION,ID,ID,Primary key,Primary key,NUMBER,2013-05-07 00:54:16,2013-05-07T00:54:16Z,ID_16792,NULL,22.0,NULL,NULL
List of account groupings,BUDGET_TYPE_CODE,ID,ID,Primary key,Primary key,NUMBER,2013-05-07 00:54:16,2013-05-07T00:54:16Z,ID_16796,NULL,22.0,NULL,NULL
List of City funds that provide CDGA money,CBS_FUND,ID,ID,Primary key,Primary key,NUMBER,2013-05-07 00:54:17,2013-05-07T00:54:17Z,ID_16805,NULL,22.0,NULL,NULL
List of delegate business type,CORPORATE_STATUS,ID,ID,Primary key,Primary key,NUMBER,2013-05-07 00:54:17,2013-05-07T00:54:17Z,ID_16814,NULL,22.0,NULL,NULL
List of delegates that have registered,DELEGATE,ID,ID,Primary key,Primary key,NUMBER,2013-05-07 00:54:17,2013-05-07T00:54:17Z,ID_16822,NULL,22.0,NULL,NULL
Applications for Homelessness programs managed by HUD,DHS_APPLICATION,ID,ID,Primary key,Primary key,NUMBER,2013-05-07 00:54:17,2013-05-07T00:54:17Z,ID_16853,NULL,22.0,NULL,NULL
Homelessness program applicants information on building codes compliance,DHS_BUILDING_CODES,ID,ID,Primary key,Primary key,NUMBER,2013-05-07 00:54:17,2013-05-07T00:54:17Z,ID_16862,NULL,22.0,NULL,NULL
Homelessness program applicants information on facility details,DHS_BUILDING_SYSTEMS,ID,ID,Primary key,Primary key,NUMBER,2013-05-07 00:54:17,2013-05-07T00:54:17Z,ID_16874,NULL,22.0,NULL,NULL
For applicants that provide congregate apartments.,DHS_CONGREGATE_HOUSING,ID,ID,Primary key,Primary key,NUMBER,2013-05-07 00:54:17,2013-05-07T00:54:17Z,ID_16891,NULL,22.0,NULL,NULL
Homelessness program applicants information about their facilities,DHS_FACILITY,ID,ID,primary key,primary key,NUMBER,2013-05-07 00:54:17,2013-05-07T00:54:17Z,ID_16909,NULL,22.0,NULL,NULL
Homelessness program. If applicant leases their facility,DHS_LEASE_INFORMATION,ID,ID,Primary key,Primary key,NUMBER,2013-05-07 00:54:17,2013-05-07T00:54:17Z,ID_16935,NULL,22.0,NULL,NULL
Homelessness program applicants must provide info if their facility has a Food Handlers License or Retail Food Establishment License.,DHS_LICENSING,ID,ID,Primary key,Primary key,NUMBER,2013-05-07 00:54:17,2013-05-07T00:54:17Z,ID_16959,NULL,22.0,NULL,NULL
Homelessness program applicants facilities not currently operating at proposed location.,DHS_NEW_SITE_INFORMATION,ID,ID,Primary key,Primary key,NUMBER,2013-05-07 00:54:17,2013-05-07T00:54:17Z,ID_16974,NULL,22.0,NULL,NULL
Homelessness program. If applicant owns their facility,DHS_OWNERSHIP_INFORMATION,ID,ID,Primary key,Primary key,NUMBER,2013-05-07 00:54:17,2013-05-07T00:54:17Z,ID_16994,NULL,22.0,NULL,NULL
Homelessness program applicants program details,DHS_PROGRAM_INFORMATION,ID,ID,Primary key,Primary key,NUMBER,2013-05-07 00:54:17,2013-05-07T00:54:17Z,ID_17009,NULL,22.0,NULL,NULL
For applicants that provide individual apartments.,DHS_PROJECT_BASED_APTS,ID,ID,Primary key,Primary key,NUMBER,2013-05-07 00:54:17,2013-05-07T00:54:17Z,ID_17053,NULL,22.0,NULL,NULL
Homelessness program applicants information on safety and security,DHS_SAFETY_SYSTEMS,ID,ID,Primary key,Primary key,NUMBER,2013-05-07 00:54:17,2013-05-07T00:54:17Z,ID_17067,NULL,22.0,NULL,NULL
Additional agencies that applicant refers clients to.,DHS_SERVICE_LINKAGE,ID,ID,Primary key,Primary key,NUMBER,2013-05-07 00:54:18,2013-05-07T00:54:18Z,ID_17081,NULL,22.0,NULL,NULL
List of City department divisions or bureaus managing CDGA programs,DIVISION,ID,ID,Primary key,Primary key,NUMBER,2013-05-07 00:54:18,2013-05-07T00:54:18Z,ID_17108,NULL,22.0,NULL,NULL
Department evaluations of applications,EVALUATION,ID,ID,Primary key,Primary key,NUMBER,2013-05-07 00:54:18,2013-05-07T00:54:18Z,ID_17118,NULL,22.0,NULL,NULL
list of evaluation ratings,EVALUATION_FUNDING,ID,ID,Primary key,Primary key,NUMBER,2013-05-07 00:54:18,2013-05-07T00:54:18Z,ID_17131,NULL,22.0,NULL,NULL
List of common facility types for delegate agencies,FACILITY_TYPE,ID,ID,Primary key,Primary key,NUMBER,2013-05-07 00:54:18,2013-05-07T00:54:18Z,ID_17146,NULL,22.0,NULL,NULL
List of fringe benefits that delegate agencies offer to their employees with calulators and determination of City share,FRINGE_BENEFIT,ID,ID,Primary key,Primary key,NUMBER,2013-05-07 00:54:18,2013-05-07T00:54:18Z,ID_17155,NULL,22.0,NULL,NULL
List of fringe benefits such as social security,FRINGE_BENEFIT_TYPE_CODE,ID,ID,Primary key,Primary key,NUMBER,2013-05-07 00:54:18,2013-05-07T00:54:18Z,ID_17172,NULL,22.0,NULL,NULL
Funding sources other than CDBG money that delegates agencies are using for an application,FUND,ID,ID,Primary key,Primary key,NUMBER,2013-05-07 00:54:18,2013-05-07T00:54:18Z,ID_17181,NULL,22.0,NULL,NULL
Applicants nonpersonnel budget for program they are applying for,NON_PERSONNEL_BUDGET,ID,ID,Primary key,Primary key,NUMBER,2013-05-07 00:54:18,2013-05-07T00:54:18Z,ID_17207,NULL,22.0,NULL,NULL
list of days and hours of operation for delegates,OFFICE_HOURS,ID,ID,Primary key,Primary key,NUMBER,2013-05-07 00:54:18,2013-05-07T00:54:18Z,ID_17221,NULL,22.0,NULL,NULL
Applicants personnel budget for program they are applying for,PERSONNEL_BUDGET,ID,ID,Primary key,Primary key,NUMBER,2013-05-07 00:54:18,2013-05-07T00:54:18Z,ID_17233,NULL,22.0,NULL,NULL
PIAD stands for Problem,PIAD,ID,ID,Primary key,Primary key,NUMBER,2013-05-07 00:54:18,2013-05-07T00:54:18Z,ID_17250,NULL,22.0,NULL,NULL
List of previous funding applicant has received for the program they are applying for,PREVIOUS_FUNDING,ID,ID,Primary key,Primary key,NUMBER,2013-05-07 00:54:18,2013-05-07T00:54:18Z,ID_17261,NULL,22.0,NULL,NULL
Funding categories that applicant has previously applied for.,PREVIOUS_FUNDING_TYPE_CODE,ID,ID,Primary key,Primary key,NUMBER,2013-05-07 00:54:18,2013-05-07T00:54:18Z,ID_17273,NULL,22.0,NULL,NULL
Applicant address that will provide services for this program,SERVICE_AREA,ID,ID,Primary key,Primary key,NUMBER,2013-05-07 00:54:18,2013-05-07T00:54:18Z,ID_17294,NULL,22.0,NULL,NULL
Categories for messages to be displayed on CDGA dashboard,SYSTEM_MESSAGE_CATEGORY,ID,ID,Primary key,Primary key,NUMBER,2013-05-07 00:54:18,2013-05-07T00:54:18Z,ID_17333,NULL,22.0,NULL,NULL
Dates that system is available to users based upon their role,SYSTEM_SETTINGS,ID,ID,Unique key on the table,Unique key on the table,NUMBER,2013-05-07 00:54:19,2013-05-07T00:54:19Z,ID_17343,NULL,22.0,NULL,NULL
Adjacent wards that will be served by a delegate applications,WARDS_SERVED,ID,ID,Primary key,Primary key,NUMBER,2013-05-07 00:54:19,2013-05-07T00:54:19Z,ID_17360,NULL,22.0,NULL,NULL
List of aldermanic ward offices,WARD_OFFICE,ID,ID,Primary key,Primary key,NUMBER,2013-05-07 00:54:19,2013-05-07T00:54:19Z,ID_17369,NULL,22.0,NULL,NULL
Performance measures for applicants,WORK_PROGRAM,ID,ID,Primary key,Primary key,NUMBER,2013-05-07 00:54:19,2013-05-07T00:54:19Z,ID_17373,NULL,22.0,NULL,NULL
Contains basic region information,Regions,ID,ID,Unique row ID for region table,Unique row ID for region table,Number,2013-05-07 01:03:02,2013-05-07T01:03:02Z,ID_20172,NULL,10.0,NOT NULL,1
Contains basic meal type information,Meals,ID,ID,Unique row ID for meals table,Unique row ID for meals table,Number,2013-05-07 01:03:02,2013-05-07T01:03:02Z,ID_20174,NULL,10.0,NOT NULL,1
Contains basic open/close information,Status,ID,ID,Unique row ID for status table,Unique row ID for status table,Number,2013-05-07 01:03:02,2013-05-07T01:03:02Z,ID_20189,NULL,10.0,NOT NULL,1
Contains basic days of service information,Days,ID,ID,Unique row ID for days table,Unique row ID for days table,Number,2013-05-07 01:03:02,2013-05-07T01:03:02Z,ID_20191,NULL,10.0,NOT NULL,1
Contains basic officer compensation  information,Officers,ID,ID,Unique row ID for contact table,Unique row ID for contact table,Number,2013-05-07 01:03:34,2013-05-07T01:03:34Z,ID_20233,NULL,10.0,NOT NULL,NULL
Contains basic agency  information,Agencies,ID,ID,Unique row ID for agencies table,Unique row ID for agencies table,Number,2013-05-07 01:04:34,2013-05-07T01:04:34Z,ID_20289,NULL,10.0,NOT NULL,1
Contains basic audit  information,Audits,ID,ID,Unique row ID for audits table,Unique row ID for audits table,Number,2013-05-07 01:04:34,2013-05-07T01:04:34Z,ID_20295,NULL,10.0,NOT NULL,1
Contains basic auditor  information,Staff,ID,ID,Unique row ID for staff table,Unique row ID for staff table,Number,2013-05-07 01:04:34,2013-05-07T01:04:34Z,ID_20304,NULL,10.0,NOT NULL,1
Contains basic system user information,Users,ID,ID,Unique row ID for users table,Unique row ID for users table,Number,2013-05-07 01:04:34,2013-05-07T01:04:34Z,ID_20309,NULL,10.0,NOT NULL,1
Contains basic visit information,Visits,ID,ID,Unique row ID for visits table,Unique row ID for visits table,Number,2013-05-07 01:04:34,2013-05-07T01:04:34Z,ID_20313,NULL,10.0,NOT NULL,1
Attributes associated with financial interest filers,FILER,ID,ID,internally assigned unique identifier,internally assigned unique identifier,NUMBER,2013-09-27 09:19:44,2013-09-27T09:19:44Z,ID_20468,NULL,22.0,NUMBERPS,NULL
back up filer table no longer used,FILER_BKP_20120329,ID,ID,internally assigned unique identifier,internally assigned unique identifier,NUMBER,2013-09-27 09:19:45,2013-09-27T09:19:45Z,ID_20522,NULL,22.0,NULL,NULL
Attributes of the page text - when it was created,PAGE_TEXT,ID,ID,ID number of the page,ID number of the page,NUMBER,2013-09-27 09:19:45,2013-09-27T09:19:45Z,ID_20566,NULL,22.0,NULL,NULL
data to identify when a statement was last opened,STATEMENT_ACCESS_HISTORY,ID,ID,how often was the filing looked at,how often was the filing looked at,NUMBER,2013-09-27 09:19:46,2013-09-27T09:19:46Z,ID_20641,NULL,22.0,NULL,NULL
Details of the ethics questions to appear on the form,QUESTION,IFYESTEXT,IFYESTEXT,if they answer yes,if they answer yes,VARCHAR2,2013-09-27 09:19:45,2013-09-27T09:19:45Z,IFYESTEXT_20589,NULL,2048.0,NULL,NULL
CDGA applications,APPLICATION,ILLITERATE_PERSONS,ILLITERATE_PERSONS,Limited Clientele Activities for 1 - yes,Limited Clientele Activities for 1 - yes,NUMBER,2013-05-07 00:54:16,2013-05-07T00:54:16Z,ILLITERATE_PERSONS_16719,NULL,22.0,1=Yes,NULL
Delegate addresses,ADDRESS,IL_HOUSE,IL_HOUSE,located in IL house district,located in IL house district,VARCHAR2,2013-05-07 00:54:16,2013-05-07T00:54:16Z,IL_HOUSE_16682,NULL,15.0,NULL,NULL
Delegate addresses,ADDRESS,IL_SENATE,IL_SENATE,located in IL senate district,located in IL senate district,VARCHAR2,2013-05-07 00:54:16,2013-05-07T00:54:16Z,IL_SENATE_16683,NULL,15.0,NULL,NULL
Homelessness program applicants information on building codes compliance,DHS_BUILDING_CODES,IMPROVEMENTS_NEEDED,IMPROVEMENTS_NEEDED,Describe any necessary building code improvements.,Describe any necessary building code improvements.,CLOB,2013-05-07 00:54:17,2013-05-07T00:54:17Z,IMPROVEMENTS_NEEDED_16867,NULL,4000.0,NULL,NULL
Homelessness program applicants information on facility details,DHS_BUILDING_SYSTEMS,IMPROVEMENT_COST_ESTIMATE,IMPROVEMENT_COST_ESTIMATE,List and provide cost estimates if other minor improvements would make facility more accessible.,List and provide cost estimates if other minor improvements would make facility more accessible.,VARCHAR2,2013-05-07 00:54:17,2013-05-07T00:54:17Z,IMPROVEMENT_COST_ESTIMATE_16884,NULL,200.0,NULL,NULL
Used to capture daily number of participants and their respective activities at senior centers and satellites.,Visits,Income Taxes,Income Taxes,activity held at center,activity held at center,Yes/No,2013-05-07 01:02:43,2013-05-07T01:02:43Z,Income Taxes_20159,NULL,7.0,True or False,NULL
Table contains no data,BU50T1_CPR_ENOTE,INCREASE,INCREASE,NULL,NULL,NUMBER,2013-05-07 00:54:45,2013-05-07T00:54:45Z,INCREASE_17733,NULL,22.0,NULL,NULL
Additional agencies that applicant refers clients to.,DHS_SERVICE_LINKAGE,INFORMAL_AGREEMENT,INFORMAL_AGREEMENT,Informal agreement? 1 - yes,Informal agreement? 1 - yes,NUMBER,2013-05-07 00:54:18,2013-05-07T00:54:18Z,INFORMAL_AGREEMENT_17086,NULL,22.0,1=Yes,NULL
Used to capture daily number of participants and their respective activities at senior centers and satellites.,Visits,Information and Assessment,Information and Assessment,activity held at center,activity held at center,Yes/No,2013-05-07 01:02:43,2013-05-07T01:02:43Z,Information and Assessment_20160,NULL,8.0,True or False,NULL
Homelessness program applicants program details,DHS_PROGRAM_INFORMATION,INTAKE_END_AM,INTAKE_END_AM,1 - AM ,1 - AM ,NUMBER,2013-05-07 00:54:17,2013-05-07T00:54:17Z,INTAKE_END_AM_17029,NULL,22.0,1=AM,NULL
Homelessness program applicants program details,DHS_PROGRAM_INFORMATION,INTAKE_END_PM,INTAKE_END_PM,1 - PM,1 - PM,NUMBER,2013-05-07 00:54:17,2013-05-07T00:54:17Z,INTAKE_END_PM_17030,NULL,22.0,1=PM,NULL
Homelessness program applicants program details,DHS_PROGRAM_INFORMATION,INTAKE_END_TIME,INTAKE_END_TIME,facility intake end time,facility intake end time,VARCHAR2,2013-05-07 00:54:17,2013-05-07T00:54:17Z,INTAKE_END_TIME_17028,NULL,50.0,NULL,NULL
Homelessness program applicants program details,DHS_PROGRAM_INFORMATION,INTAKE_START_AM,INTAKE_START_AM,1 - AM ,1 - AM ,NUMBER,2013-05-07 00:54:17,2013-05-07T00:54:17Z,INTAKE_START_AM_17026,NULL,22.0,1=AM,NULL
Homelessness program applicants program details,DHS_PROGRAM_INFORMATION,INTAKE_START_PM,INTAKE_START_PM,1 - PM,1 - PM,NUMBER,2013-05-07 00:54:17,2013-05-07T00:54:17Z,INTAKE_START_PM_17027,NULL,22.0,1=PM,NULL
Homelessness program applicants program details,DHS_PROGRAM_INFORMATION,INTAKE_START_TIME,INTAKE_START_TIME,facility intake start time,facility intake start time,VARCHAR2,2013-05-07 00:54:17,2013-05-07T00:54:17Z,INTAKE_START_TIME_17025,NULL,50.0,NULL,NULL
data associated with a financial interest statement,STATEMENT,INTERNALCOMMENTS,INTERNALCOMMENTS,internal comments made by board staff regarding the filing,internal comments made by board staff regarding the filing,VARCHAR2,2013-09-27 09:19:45,2013-09-27T09:19:45Z,INTERNALCOMMENTS_20623,NULL,2048.0,NULL,NULL
Homelessness program applicants information about their facilities,DHS_FACILITY,INTERNET_HAVE_ACCESS,INTERNET_HAVE_ACCESS,Do you have a working computer with internet access? 1 - Yes,Do you have a working computer with internet access? 1 - Yes,NUMBER,2013-05-07 00:54:17,2013-05-07T00:54:17Z,INTERNET_HAVE_ACCESS_16922,NULL,22.0,1=Yes,NULL
Homelessness program applicants information about their facilities,DHS_FACILITY,INTERNET_MAIN_EMAIL_ADDRESS,INTERNET_MAIN_EMAIL_ADDRESS,what is the main email address?,what is the main email address?,VARCHAR2,2013-05-07 00:54:17,2013-05-07T00:54:17Z,INTERNET_MAIN_EMAIL_ADDRESS_16923,NULL,100.0,NULL,NULL
PIAD stands for Problem,PIAD,INTERVENTION_ACTIVITY,INTERVENTION_ACTIVITY,Action to address the problem,Action to address the problem,CLOB,2013-05-07 00:54:18,2013-05-07T00:54:18Z,INTERVENTION_ACTIVITY_17253,NULL,4000.0,NULL,NULL
Invoice details,Invoice,InvDate,InvDate,Invoice Date,Invoice Date,Date,2013-09-27 13:24:47,2013-09-27T13:24:47Z,InvDate_20689,NULL,255.0,NOT NULL,4/1/2013
Homelessness program applicants information on facility details,DHS_BUILDING_SYSTEMS,IS_BUILDING_ACCESSIBLE,IS_BUILDING_ACCESSIBLE,Is building ADA complient? 1 - Yes,Is building ADA complient? 1 - Yes,NUMBER,2013-05-07 00:54:17,2013-05-07T00:54:17Z,IS_BUILDING_ACCESSIBLE_16882,NULL,22.0,1=Yes,NULL
For applicants that provide congregate apartments.,DHS_CONGREGATE_HOUSING,IS_BUILDING_ACCESSIBLE,IS_BUILDING_ACCESSIBLE,Accessible for people with disabilities? 1 - yes,Accessible for people with disabilities? 1 - yes,NUMBER,2013-05-07 00:54:17,2013-05-07T00:54:17Z,IS_BUILDING_ACCESSIBLE_16901,NULL,22.0,0,NULL
For applicants that provide individual apartments.,DHS_PROJECT_BASED_APTS,IS_BUILDING_ACCESSIBLE,IS_BUILDING_ACCESSIBLE,Accessible to people with disabilities? 1 - yes,Accessible to people with disabilities? 1 - yes,NUMBER,2013-05-07 00:54:17,2013-05-07T00:54:17Z,IS_BUILDING_ACCESSIBLE_17060,NULL,22.0,1=Yes,NULL
For applicants that applying for a non-residential program or social service program,DHS_SOCIAL_SERVICES,IS_BUILDING_ACCESSIBLE,IS_BUILDING_ACCESSIBLE,Accessible to people with disabilities? 1 - yes,Accessible to people with disabilities? 1 - yes,NUMBER,2013-05-07 00:54:18,2013-05-07T00:54:18Z,IS_BUILDING_ACCESSIBLE_17101,NULL,22.0,1=Yes,NULL
Homelessness program. If applicant owns their facility,DHS_OWNERSHIP_INFORMATION,IS_BUILDING_MORTGAGED,IS_BUILDING_MORTGAGED,is there a mortgage? 1 - yes,is there a mortgage? 1 - yes,NUMBER,2013-05-07 00:54:17,2013-05-07T00:54:17Z,IS_BUILDING_MORTGAGED_16996,NULL,22.0,1=Yes,NULL
Homelessness program applicants facilities not currently operating at proposed location.,DHS_NEW_SITE_INFORMATION,IS_FACILITY_OWNED,IS_FACILITY_OWNED,Delegate already owns the facility 1 - yes,Delegate already owns the facility 1 - yes,NUMBER,2013-05-07 00:54:17,2013-05-07T00:54:17Z,IS_FACILITY_OWNED_16976,NULL,22.0,0,NULL
list of available budget book drafts,BOOK_DRAFT,IS_FINAL,IS_FINAL,T - if final appropriation,T - if final appropriation,VARCHAR2,2013-05-07 00:53:46,2013-05-07T00:53:46Z,IS_FINAL_15092,NULL,1.0,F,NULL
